sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2021-12-07,Honda Accord,32639,Dealer B,Gray,2.0L,2022,329,Standard Sedan
2024-07-07,Toyota Corolla,35938,Dealer B,White,3.0L,2025,212,Standard Sedan
2021-12-19,Toyota Camry,25828,Dealer B,Silver,3.5L,2025,199,Intermediate Sedan
2023-06-27,Toyota Corolla,19089,Dealer B,Red,3.0L,2020,242,Premium
2022-08-03,Audi A6,47286,Dealer B,Silver,3.0L,2025,340,Intermediate Sedan
2023-02-03,Ford Mustang,57767,Dealer B,Gray,3.5L,2025,353,Standard Sedan
2021-02-04,Honda Accord,47516,Dealer B,Blue,2.5L,2022,357,Sports
2024-07-23,Chevrolet Malibu,32761,Dealer B,Silver,3.0L,2021,333,Intermediate Sedan
2023-01-12,Toyota Camry,42930,Dealer B,Silver,3.5L,2024,324,Premium
2021-02-18,Ford Mustang,34525,Dealer B,Gray,2.5L,2022,219,SUV
2024-01-05,Honda Accord,18876,Dealer B,Green,3.0L,2025,380,Sports
2021-03-12,Ford Focus,55470,Dealer B,Red,3.0L,2024,164,Intermediate Sedan
2022-04-10,Audi A6,32146,Dealer B,Blue,2.0L,2021,351,Premium
2024-04-20,Audi A4,39688,Dealer B,White,3.5L,2024,351,SUV
2024-11-25,Toyota Camry,53907,Dealer B,Black,3.5L,2022,305,SUV
2021-10-28,Audi A4,46749,Dealer B,Blue,3.0L,2021,276,Premium
2020-08-12,Chevrolet Impala,26970,Dealer B,Black,3.0L,2022,318,Standard Sedan
2020-08-15,Honda Civic,55904,Dealer B,White,3.0L,2024,213,Premium
2024-08-09,Chevrolet Malibu,37944,Dealer B,Black,3.0L,2024,344,Premium
2024-06-05,Audi A4,24570,Dealer B,Black,3.0L,2025,304,SUV
2022-06-17,Audi A6,30496,Dealer B,Red,3.5L,2025,171,Standard Sedan
2020-08-01,Honda Civic,32193,Dealer B,White,3.5L,2022,398,Sports
2024-12-17,Toyota Camry,30188,Dealer B,Red,3.5L,2020,280,SUV
2022-12-08,Toyota Camry,52449,Dealer B,Red,2.5L,2023,182,Premium
2020-02-27,Honda Civic,22989,Dealer B,Silver,2.5L,2025,250,Standard Sedan
2024-01-14,Chevrolet Malibu,19787,Dealer B,Gray,3.5L,2020,344,Standard Sedan
2022-02-17,BMW 5 Series,38851,Dealer B,Silver,3.0L,2020,314,Sports
2021-03-30,BMW 3 Series,57388,Dealer B,Blue,3.0L,2022,277,Standard Sedan
2024-08-19,Chevrolet Malibu,45569,Dealer B,White,3.0L,2022,151,Sports
2022-09-06,Chevrolet Malibu,18897,Dealer B,Blue,2.0L,2021,381,Premium
2021-12-23,Chevrolet Malibu,36885,Dealer B,Silver,2.0L,2022,319,Sports
2020-05-06,BMW 3 Series,41269,Dealer B,Gray,3.5L,2020,393,Intermediate Sedan
2025-03-14,Honda Civic,49395,Dealer B,Black,2.5L,2022,200,Sports
2020-04-21,BMW 5 Series,39457,Dealer B,Gray,2.5L,2020,248,SUV
2024-01-14,Audi A6,58542,Dealer B,Red,3.0L,2021,343,SUV
2022-10-13,Toyota Corolla,28799,Dealer B,Red,2.5L,2022,362,Intermediate Sedan
2021-04-07,Audi A4,55254,Dealer B,White,2.0L,2025,318,Sports
2024-02-28,Toyota Camry,43683,Dealer B,Red,3.0L,2020,361,Premium
2022-09-27,Honda Accord,35151,Dealer B,White,2.0L,2020,385,Intermediate Sedan
2021-03-29,Honda Accord,57232,Dealer B,Silver,3.0L,2022,344,SUV
2023-03-29,Audi A6,29910,Dealer B,Gray,3.5L,2022,370,Premium
2024-05-12,Audi A4,21274,Dealer B,White,2.5L,2023,382,Standard Sedan
2021-06-20,Audi A6,16988,Dealer B,Red,3.0L,2025,314,Sports
2021-09-10,Audi A6,23905,Dealer B,Red,2.0L,2020,323,Standard Sedan
2020-07-31,BMW 3 Series,21783,Dealer B,Black,2.5L,2024,396,SUV
2021-06-30,Chevrolet Malibu,44353,Dealer B,Silver,2.5L,2022,284,Standard Sedan
2022-07-18,BMW 5 Series,27673,Dealer B,White,2.0L,2020,320,Intermediate Sedan
2020-06-09,Honda Accord,26090,Dealer B,Gray,2.0L,2023,302,Premium
2020-03-20,BMW 5 Series,40718,Dealer B,Blue,2.5L,2022,257,Intermediate Sedan
2021-12-28,Ford Focus,48510,Dealer B,Silver,3.5L,2025,378,Premium
2021-07-06,Audi A4,26916,Dealer B,Silver,2.5L,2020,295,SUV
2023-11-22,Chevrolet Malibu,59852,Dealer B,Green,2.5L,2022,253,Sports
2021-01-07,Ford Mustang,24250,Dealer B,Gray,3.5L,2021,251,Standard Sedan
2022-05-02,Ford Focus,19481,Dealer B,Blue,2.5L,2020,328,Standard Sedan
2020-01-27,Chevrolet Impala,47450,Dealer B,Red,3.0L,2023,198,Premium
2024-03-18,Audi A4,39069,Dealer B,Red,2.0L,2024,209,SUV
2022-05-15,Honda Accord,16679,Dealer B,Green,2.5L,2024,310,Premium
2023-01-10,BMW 5 Series,22741,Dealer B,Black,2.5L,2020,168,Intermediate Sedan
2021-03-10,Audi A4,46782,Dealer B,Blue,3.5L,2022,167,Standard Sedan
2023-09-03,Honda Accord,24311,Dealer B,Gray,3.5L,2022,185,Sports
2022-08-14,Audi A6,22826,Dealer B,Blue,2.0L,2020,242,SUV
2020-04-07,BMW 3 Series,41567,Dealer B,White,2.0L,2020,207,SUV
2020-12-11,Ford Mustang,21550,Dealer B,White,2.5L,2025,341,Standard Sedan
2020-07-20,Audi A4,26909,Dealer B,Silver,2.5L,2021,377,Standard Sedan
2022-02-28,Toyota Camry,20306,Dealer B,Green,2.0L,2022,336,Intermediate Sedan
2021-08-02,Ford Mustang,22382,Dealer B,White,3.5L,2021,155,Intermediate Sedan
2022-04-14,Audi A6,35093,Dealer B,Red,3.5L,2024,399,Sports
2022-06-08,Toyota Camry,54745,Dealer B,Green,2.5L,2025,324,Standard Sedan
2020-12-14,Audi A4,21408,Dealer B,Red,3.5L,2021,339,Intermediate Sedan
2022-03-21,Audi A6,26507,Dealer B,Gray,3.0L,2024,288,Standard Sedan
2023-02-07,Audi A6,53947,Dealer B,Red,3.5L,2022,317,Premium
2024-10-23,Ford Focus,28728,Dealer B,Red,2.0L,2023,388,Sports
2020-03-21,Toyota Corolla,55703,Dealer B,Blue,3.5L,2024,310,Sports
2024-04-11,Chevrolet Malibu,40676,Dealer B,Red,3.0L,2020,222,Sports
2021-10-02,Chevrolet Impala,35723,Dealer B,Blue,3.0L,2020,337,Sports
2023-03-13,Ford Mustang,38634,Dealer B,Gray,2.5L,2024,320,Premium
2020-09-20,Honda Accord,22593,Dealer B,Black,2.5L,2024,217,Sports
2024-08-05,Toyota Camry,47393,Dealer B,Green,3.0L,2021,269,Intermediate Sedan
2024-07-29,Ford Mustang,57635,Dealer B,Green,2.5L,2022,194,Premium
2021-06-15,Audi A6,43047,Dealer B,Red,2.5L,2021,381,Standard Sedan
2022-11-05,BMW 3 Series,38645,Dealer B,Green,2.0L,2021,383,Premium
2023-06-25,Honda Civic,48979,Dealer B,Green,3.5L,2024,385,SUV
2022-03-10,BMW 3 Series,32725,Dealer B,Green,2.5L,2022,332,Standard Sedan
2024-03-30,Honda Civic,58694,Dealer B,Silver,3.0L,2024,291,Premium
2024-09-20,Chevrolet Malibu,24548,Dealer B,Silver,3.0L,2021,362,Premium
2023-03-23,Chevrolet Impala,55294,Dealer B,Black,2.0L,2023,213,Intermediate Sedan
2024-02-19,Honda Civic,22348,Dealer B,Black,2.5L,2020,246,Standard Sedan
2020-11-26,Audi A4,35978,Dealer B,Red,2.5L,2022,220,Standard Sedan
2023-04-24,BMW 3 Series,29235,Dealer B,White,3.5L,2022,373,Sports
2020-08-12,BMW 3 Series,48827,Dealer B,White,2.5L,2024,203,Sports
2023-09-16,Chevrolet Malibu,27719,Dealer B,Green,3.5L,2025,359,Sports
2020-11-14,Audi A6,41093,Dealer B,Black,3.0L,2025,330,Intermediate Sedan
2021-06-28,Honda Civic,39019,Dealer B,Green,3.5L,2021,344,Standard Sedan
2021-09-07,Honda Civic,47856,Dealer B,Green,2.5L,2025,359,Intermediate Sedan
2025-02-12,Chevrolet Impala,32622,Dealer B,Green,2.0L,2022,366,SUV
2024-09-27,Ford Mustang,46593,Dealer B,Gray,3.0L,2023,380,Premium
2023-12-04,BMW 5 Series,41289,Dealer B,Red,3.5L,2025,273,Standard Sedan
2021-01-01,Honda Accord,36452,Dealer B,Silver,2.0L,2022,191,Sports
2020-03-24,Audi A4,42022,Dealer B,Black,3.5L,2025,294,Sports
2020-09-25,Toyota Camry,52288,Dealer B,Gray,2.5L,2024,209,Intermediate Sedan
2020-10-01,Honda Accord,34425,Dealer B,Silver,2.5L,2025,157,Standard Sedan
2024-06-19,Audi A4,24749,Dealer B,Gray,3.5L,2025,346,Intermediate Sedan
2022-11-09,Ford Mustang,40585,Dealer B,White,3.5L,2021,386,SUV
2024-02-05,BMW 3 Series,46768,Dealer B,White,3.5L,2022,281,Sports
2023-03-10,Ford Mustang,39354,Dealer B,Gray,3.0L,2021,218,Intermediate Sedan
2021-12-06,Honda Accord,32759,Dealer B,White,3.5L,2024,160,Standard Sedan
2024-07-28,Chevrolet Malibu,54364,Dealer B,Silver,2.5L,2022,174,Intermediate Sedan
2021-11-25,BMW 5 Series,49390,Dealer B,Gray,3.5L,2022,321,SUV
2023-05-18,Ford Mustang,51274,Dealer B,Red,3.0L,2022,155,Sports
2023-03-05,Ford Focus,44597,Dealer B,White,3.0L,2020,374,Intermediate Sedan
2023-11-07,Audi A4,45992,Dealer B,Gray,2.5L,2025,248,SUV
2022-01-02,Toyota Camry,49435,Dealer B,Green,3.0L,2021,239,SUV
2022-06-09,Audi A4,35750,Dealer B,White,3.5L,2021,175,Intermediate Sedan
2020-05-29,Audi A6,19684,Dealer B,Gray,2.5L,2020,229,Intermediate Sedan
2022-08-17,Ford Mustang,15773,Dealer B,White,2.5L,2025,197,SUV
2020-10-30,Toyota Corolla,17821,Dealer B,Red,3.0L,2023,391,Sports
2020-11-02,Audi A6,49585,Dealer B,White,2.5L,2022,264,Sports
2024-01-19,Audi A4,50277,Dealer B,Red,3.0L,2021,315,Standard Sedan
2023-10-22,Ford Focus,53097,Dealer B,Black,3.0L,2020,313,Intermediate Sedan
2024-10-07,Toyota Camry,43857,Dealer B,Gray,3.0L,2020,312,Sports
2021-07-05,Ford Focus,24361,Dealer B,Red,2.5L,2021,214,Premium
2024-01-29,BMW 3 Series,47863,Dealer B,Gray,2.5L,2022,253,Premium
2024-03-18,BMW 5 Series,47850,Dealer B,Green,3.0L,2024,217,Sports
2021-11-17,Toyota Corolla,33776,Dealer B,White,2.5L,2024,381,SUV
2020-08-21,BMW 5 Series,34237,Dealer B,Green,2.0L,2020,332,Standard Sedan
2021-03-12,BMW 5 Series,15213,Dealer B,Green,3.0L,2021,270,Intermediate Sedan
2020-06-17,Ford Mustang,50812,Dealer B,Silver,2.0L,2021,197,Standard Sedan
2022-11-13,Chevrolet Impala,26852,Dealer B,Black,2.0L,2021,270,Sports
2023-11-19,BMW 3 Series,59138,Dealer B,Red,3.5L,2022,247,Standard Sedan
2024-01-13,Honda Civic,27889,Dealer B,Black,2.0L,2020,214,Premium
2022-07-16,BMW 5 Series,37216,Dealer B,Green,2.5L,2020,378,Premium
2020-10-16,Toyota Corolla,56191,Dealer B,Green,2.5L,2023,369,Sports
2020-05-24,Ford Mustang,55329,Dealer B,Blue,2.5L,2020,248,Intermediate Sedan
2023-02-23,Ford Mustang,33709,Dealer B,Silver,2.5L,2022,367,Standard Sedan
2021-09-27,Honda Civic,17359,Dealer B,Green,2.0L,2021,225,SUV
2022-09-12,BMW 5 Series,46354,Dealer B,Green,3.0L,2020,389,SUV
2022-06-07,Audi A4,44522,Dealer B,Black,2.0L,2023,271,Sports
2024-05-18,BMW 3 Series,27204,Dealer B,Red,2.0L,2023,205,Sports
2022-05-18,Ford Focus,31116,Dealer B,White,2.0L,2023,172,SUV
2022-11-06,Chevrolet Impala,45927,Dealer B,Green,3.0L,2023,392,Sports
2024-12-15,Audi A4,39812,Dealer B,White,3.0L,2020,389,Standard Sedan
2023-11-24,Toyota Camry,25507,Dealer B,Green,2.0L,2024,189,Sports
2020-06-30,BMW 5 Series,52574,Dealer B,Red,3.0L,2020,325,Standard Sedan
2022-11-22,Audi A6,26088,Dealer B,Black,2.0L,2023,320,Sports
2021-11-14,BMW 3 Series,53764,Dealer B,Blue,3.0L,2020,299,Intermediate Sedan
2020-07-12,Honda Accord,54359,Dealer B,Green,3.5L,2025,291,SUV
2023-06-14,Honda Civic,56349,Dealer B,Green,2.0L,2021,363,Premium
2021-10-13,Audi A6,39811,Dealer B,Gray,3.0L,2024,351,Intermediate Sedan
2022-02-17,Honda Civic,50331,Dealer B,Black,3.5L,2020,341,Standard Sedan
2024-02-01,Chevrolet Impala,43718,Dealer B,Blue,2.5L,2021,313,Premium
2020-09-15,Toyota Corolla,33744,Dealer B,Red,2.0L,2023,167,Intermediate Sedan
2022-01-22,Chevrolet Impala,43574,Dealer B,Blue,3.0L,2022,215,SUV
2021-12-08,BMW 5 Series,37271,Dealer B,Gray,3.5L,2023,173,Premium
2021-08-12,Chevrolet Malibu,28836,Dealer B,Silver,2.0L,2025,293,SUV
2020-07-07,Audi A4,27273,Dealer B,Blue,2.0L,2022,338,Sports
2021-03-26,Chevrolet Impala,18633,Dealer B,Black,3.5L,2024,240,Sports
2023-08-03,Honda Civic,24990,Dealer B,Black,3.5L,2024,314,Intermediate Sedan
2020-01-24,Audi A4,57803,Dealer B,Gray,2.0L,2023,388,Standard Sedan
2021-12-11,BMW 5 Series,47911,Dealer B,Black,3.0L,2022,210,SUV
2024-02-08,Audi A4,32933,Dealer B,Blue,2.5L,2022,359,Sports
2024-01-01,Ford Focus,40749,Dealer B,Silver,2.5L,2021,264,Intermediate Sedan
2022-06-06,BMW 5 Series,15602,Dealer B,Red,3.0L,2021,172,Sports
2024-04-20,Audi A4,33529,Dealer B,Gray,3.0L,2021,271,Sports
2020-09-24,Honda Accord,27162,Dealer B,Black,2.5L,2025,243,SUV
2023-02-27,Honda Accord,36873,Dealer B,Green,3.0L,2021,228,Sports
2020-11-22,Honda Accord,22460,Dealer B,Red,3.5L,2022,307,Sports
2025-01-31,Toyota Camry,50195,Dealer B,Green,2.0L,2021,336,Standard Sedan
2022-02-05,Audi A4,39241,Dealer B,Red,2.5L,2022,263,Premium
2021-05-22,Honda Accord,51922,Dealer B,Silver,2.0L,2024,212,Intermediate Sedan
2020-07-16,Ford Focus,32493,Dealer B,Gray,3.0L,2022,367,Sports
2024-07-08,Toyota Camry,54547,Dealer B,Red,3.0L,2025,261,Sports
2022-09-28,BMW 3 Series,18059,Dealer B,Black,3.5L,2025,310,Premium
2023-11-17,Ford Mustang,40907,Dealer B,Black,2.0L,2025,238,Standard Sedan
2022-05-27,Honda Accord,51633,Dealer B,Gray,2.5L,2023,341,Premium
2020-01-15,Audi A4,37661,Dealer B,Blue,3.0L,2022,279,Intermediate Sedan
2024-03-03,Honda Accord,58918,Dealer B,Red,2.5L,2020,325,Standard Sedan
2025-02-27,Honda Accord,53234,Dealer B,Silver,3.0L,2022,387,Intermediate Sedan
2022-08-19,Chevrolet Impala,21305,Dealer B,Green,3.0L,2025,395,Standard Sedan
2024-11-10,Honda Civic,42947,Dealer B,Black,2.0L,2023,298,Sports
2024-03-27,Audi A4,15549,Dealer B,Green,3.5L,2025,196,Premium
2020-04-12,BMW 3 Series,56486,Dealer B,Green,3.5L,2025,169,Premium
2020-11-12,Honda Accord,40800,Dealer B,Gray,3.0L,2021,216,SUV
2023-08-24,Honda Civic,36529,Dealer B,Black,2.0L,2020,266,Standard Sedan
2023-10-04,Ford Mustang,43718,Dealer B,Blue,3.0L,2024,150,Premium
2024-08-31,BMW 3 Series,37826,Dealer B,Silver,3.5L,2021,328,Premium
2021-04-03,Toyota Corolla,19949,Dealer B,Blue,2.0L,2025,238,Standard Sedan
2024-07-13,Toyota Corolla,44075,Dealer B,Black,3.5L,2020,201,Premium
2024-03-26,Ford Focus,37887,Dealer B,Blue,2.0L,2025,215,Premium
2020-01-04,Honda Civic,40183,Dealer B,Black,3.0L,2023,205,Premium
2023-06-04,BMW 5 Series,46196,Dealer B,Red,3.5L,2020,249,Standard Sedan
2020-10-21,Ford Focus,41977,Dealer B,Red,2.5L,2024,322,Sports
2021-08-07,Ford Focus,30424,Dealer B,Green,2.0L,2020,160,Sports
2022-01-23,BMW 5 Series,26797,Dealer B,Silver,3.5L,2025,288,Sports
2021-11-30,BMW 5 Series,46083,Dealer B,White,3.0L,2022,246,Premium
2023-05-19,BMW 5 Series,24258,Dealer B,Black,2.0L,2024,356,Standard Sedan
2020-07-15,Toyota Camry,59403,Dealer B,Silver,2.0L,2021,208,SUV
2022-11-03,BMW 3 Series,33148,Dealer B,Silver,3.0L,2023,331,Standard Sedan
2023-04-01,Ford Mustang,44717,Dealer B,Green,2.0L,2022,188,Intermediate Sedan
2022-10-06,Honda Civic,16894,Dealer B,Silver,2.0L,2021,393,Sports
2022-04-09,Ford Focus,31637,Dealer B,Blue,3.5L,2024,321,Standard Sedan
2022-04-14,Ford Mustang,20957,Dealer B,Green,2.0L,2020,250,Sports
2023-10-16,Ford Focus,39374,Dealer B,Blue,2.0L,2022,184,Standard Sedan
2021-06-09,Honda Civic,57013,Dealer B,Red,2.5L,2025,235,Premium
2024-03-28,Toyota Camry,26186,Dealer B,Silver,3.0L,2021,296,Premium
2021-11-17,Toyota Corolla,16856,Dealer B,Red,3.5L,2020,281,Premium
2021-10-06,Toyota Corolla,28278,Dealer B,Red,2.5L,2024,386,Standard Sedan
2022-07-21,Honda Civic,19556,Dealer B,Blue,3.0L,2023,398,Premium
2022-06-02,BMW 5 Series,54996,Dealer B,Red,2.0L,2025,183,SUV
2023-05-04,Honda Accord,47995,Dealer B,Black,3.0L,2023,208,Standard Sedan
2022-10-12,Audi A4,40867,Dealer B,Green,2.0L,2022,225,SUV
2021-11-16,Honda Accord,42543,Dealer B,Gray,3.0L,2023,376,Sports
2020-04-14,BMW 3 Series,55833,Dealer B,Green,2.0L,2025,358,Intermediate Sedan
2024-07-25,Honda Accord,41325,Dealer B,Blue,3.5L,2024,176,Premium
2024-08-09,Audi A6,52649,Dealer B,Black,3.0L,2022,161,SUV
2021-11-08,BMW 5 Series,35654,Dealer B,Blue,3.5L,2023,256,SUV
2020-05-19,Audi A4,55122,Dealer B,Black,2.5L,2024,183,Sports
2022-08-21,Toyota Corolla,58692,Dealer B,Blue,2.5L,2024,395,Sports
2023-06-23,BMW 5 Series,41807,Dealer B,Gray,2.0L,2024,296,Intermediate Sedan
2023-08-05,Ford Focus,19135,Dealer B,Silver,3.5L,2024,348,Standard Sedan
2024-01-06,Audi A6,41326,Dealer B,Blue,3.0L,2021,363,Standard Sedan
2024-07-19,Toyota Corolla,37247,Dealer B,Silver,3.0L,2025,212,Premium
2022-06-16,Audi A4,35266,Dealer B,Red,3.0L,2023,191,SUV
2022-02-21,BMW 3 Series,38638,Dealer B,Green,3.5L,2023,199,Sports
2024-11-25,Toyota Corolla,20086,Dealer B,Green,2.5L,2022,160,SUV
2023-06-10,Chevrolet Impala,44548,Dealer B,Silver,3.5L,2025,158,Sports
2021-10-24,Honda Accord,52720,Dealer B,Black,2.0L,2025,190,Standard Sedan
2025-01-18,Ford Focus,25747,Dealer B,Silver,2.0L,2023,342,SUV
2024-05-16,Honda Accord,51238,Dealer B,Black,2.0L,2022,400,Intermediate Sedan
2022-06-10,BMW 5 Series,39942,Dealer B,White,3.5L,2022,269,Intermediate Sedan
2021-03-09,Chevrolet Impala,42622,Dealer B,Black,2.5L,2020,316,SUV
2024-02-27,Toyota Camry,56705,Dealer B,Blue,2.5L,2023,241,Standard Sedan
2022-08-16,Ford Focus,38003,Dealer B,Silver,3.5L,2022,156,Premium
2023-12-14,Toyota Camry,36241,Dealer B,White,2.0L,2021,154,Premium
2025-01-21,Chevrolet Malibu,48171,Dealer B,White,3.5L,2021,395,Intermediate Sedan
2020-11-02,BMW 3 Series,49224,Dealer B,Gray,2.0L,2023,174,Sports
2023-05-19,Honda Civic,58027,Dealer B,Black,3.0L,2022,239,Sports
2022-03-07,Honda Civic,35267,Dealer B,Black,3.0L,2020,152,SUV
2024-03-29,Ford Mustang,23396,Dealer B,Blue,3.0L,2024,330,Standard Sedan
2020-03-08,Honda Accord,26024,Dealer B,White,3.5L,2022,232,Sports
2021-10-16,BMW 3 Series,40565,Dealer B,Silver,3.0L,2024,371,Premium
2024-10-28,Ford Mustang,17543,Dealer B,Red,2.5L,2024,345,Premium
2023-09-05,Chevrolet Malibu,26395,Dealer B,White,3.0L,2024,152,Standard Sedan
2023-10-24,Chevrolet Impala,21460,Dealer B,Green,3.5L,2023,346,SUV
2024-02-18,Ford Focus,46029,Dealer B,Blue,2.0L,2025,169,Standard Sedan
2020-12-17,Ford Mustang,57333,Dealer B,Gray,2.5L,2022,334,Premium
2023-03-08,Chevrolet Impala,31190,Dealer B,Silver,3.5L,2024,281,Intermediate Sedan
2023-07-12,Chevrolet Malibu,50102,Dealer B,Gray,3.0L,2023,292,Sports
2022-01-28,Honda Civic,28111,Dealer B,Blue,3.5L,2025,180,Standard Sedan
2020-10-04,Ford Mustang,19653,Dealer B,Red,2.0L,2021,263,Sports
2023-10-05,Ford Focus,39888,Dealer B,Gray,3.5L,2021,347,Intermediate Sedan
2022-07-08,Chevrolet Malibu,54541,Dealer B,Green,2.0L,2024,157,SUV
2020-11-03,Chevrolet Malibu,18912,Dealer B,Silver,2.5L,2022,233,Premium
2022-06-26,Toyota Corolla,20306,Dealer B,White,2.0L,2023,289,SUV
2021-06-21,Toyota Corolla,22089,Dealer B,Gray,3.5L,2025,375,SUV
2024-11-19,Ford Mustang,47054,Dealer B,Green,3.5L,2020,182,Sports
2023-06-22,BMW 5 Series,43270,Dealer B,Black,2.0L,2020,177,SUV
2021-06-20,BMW 3 Series,45465,Dealer B,Silver,2.0L,2023,364,SUV
2020-12-21,Honda Accord,22315,Dealer B,White,3.0L,2020,184,Premium
2025-02-19,Ford Mustang,44226,Dealer B,Red,3.0L,2023,284,Standard Sedan
2020-08-02,Ford Focus,21463,Dealer B,White,2.5L,2024,333,Standard Sedan
2022-09-21,Honda Civic,16427,Dealer B,Blue,2.0L,2023,287,Sports
2023-12-31,Ford Mustang,40611,Dealer B,Black,2.5L,2021,244,Standard Sedan
2025-02-26,BMW 3 Series,43093,Dealer B,Red,3.0L,2022,324,Standard Sedan
2025-03-04,Toyota Camry,33182,Dealer B,Black,3.0L,2020,263,Premium
2024-03-22,Toyota Corolla,34187,Dealer B,Blue,3.0L,2024,379,SUV
2022-12-04,Ford Focus,38978,Dealer B,Blue,3.5L,2020,281,Premium
2020-12-01,Toyota Corolla,58860,Dealer B,Silver,2.5L,2024,329,Intermediate Sedan
2023-11-22,Audi A4,25311,Dealer B,Black,2.5L,2025,214,Standard Sedan
2023-08-17,BMW 5 Series,19933,Dealer B,Red,3.5L,2021,340,Intermediate Sedan
2024-09-15,BMW 5 Series,36819,Dealer B,Green,2.5L,2024,196,Premium
2022-05-13,Audi A6,41185,Dealer B,Red,2.0L,2021,306,Standard Sedan
2023-12-08,Honda Civic,22765,Dealer B,Gray,3.0L,2021,342,Intermediate Sedan
2021-02-08,Audi A6,44565,Dealer B,White,2.5L,2024,222,Premium
2020-10-08,Chevrolet Malibu,43266,Dealer B,Red,3.0L,2022,334,Premium
2020-09-24,Honda Civic,19806,Dealer B,Silver,2.0L,2020,318,Standard Sedan
2024-12-17,Chevrolet Malibu,15740,Dealer B,Silver,3.0L,2022,386,SUV
2025-02-03,BMW 3 Series,50848,Dealer B,Blue,3.0L,2024,163,Premium
2024-08-02,Honda Civic,32567,Dealer B,Black,2.0L,2022,171,Sports
2021-05-23,BMW 3 Series,55414,Dealer B,Silver,2.5L,2020,351,Standard Sedan
2020-08-26,Chevrolet Malibu,31970,Dealer B,Gray,3.0L,2020,199,SUV
2022-10-08,Audi A4,36743,Dealer B,Gray,3.5L,2024,278,Sports
2023-03-21,BMW 3 Series,53983,Dealer B,Gray,3.0L,2021,325,SUV
2022-12-23,Chevrolet Impala,59176,Dealer B,Gray,2.5L,2025,220,Premium
2021-01-12,Honda Accord,37390,Dealer B,Green,2.0L,2024,270,SUV
2021-09-06,Honda Accord,50244,Dealer B,Silver,3.5L,2020,301,Sports
2024-02-20,Audi A6,53170,Dealer B,Blue,3.0L,2024,384,Premium
2024-05-08,Ford Mustang,43585,Dealer B,Red,3.5L,2021,259,SUV
2024-05-20,BMW 3 Series,46963,Dealer B,Black,2.0L,2023,204,Standard Sedan
2020-11-30,Audi A6,22920,Dealer B,Gray,2.5L,2023,366,Sports
2024-05-02,Chevrolet Impala,24876,Dealer B,Gray,3.0L,2022,358,Standard Sedan
2022-08-31,Audi A4,43905,Dealer B,White,3.0L,2023,301,SUV
2022-07-31,BMW 5 Series,27871,Dealer B,White,2.5L,2021,234,Premium
2024-08-25,Toyota Corolla,22043,Dealer B,Red,3.0L,2020,219,Intermediate Sedan
2022-04-29,Ford Mustang,23952,Dealer B,White,2.0L,2022,380,Sports
2021-08-14,Chevrolet Malibu,51893,Dealer B,Black,2.0L,2021,239,Premium
2022-01-10,Audi A4,23234,Dealer B,Red,3.0L,2020,193,Intermediate Sedan
2023-09-19,Audi A6,45527,Dealer B,Gray,3.5L,2020,312,SUV
2024-04-30,Chevrolet Impala,57803,Dealer B,Green,3.0L,2022,186,Intermediate Sedan
2020-01-18,Honda Civic,28796,Dealer B,Green,3.0L,2021,196,Intermediate Sedan
2022-05-21,Toyota Camry,38487,Dealer B,Silver,3.0L,2022,384,Sports
2022-03-16,Ford Focus,38381,Dealer B,White,3.0L,2025,324,Premium
2023-09-13,Ford Focus,52409,Dealer B,Silver,3.0L,2025,261,Intermediate Sedan
2021-01-04,Chevrolet Impala,55687,Dealer B,Green,3.5L,2022,153,Intermediate Sedan
2024-09-11,Chevrolet Impala,37093,Dealer B,Silver,2.0L,2024,400,Intermediate Sedan
2024-07-31,Chevrolet Impala,42674,Dealer B,Gray,3.0L,2025,344,Intermediate Sedan
2020-05-11,Honda Accord,29878,Dealer B,Green,3.0L,2021,281,Premium
2022-10-09,Chevrolet Malibu,55835,Dealer B,Red,3.0L,2021,243,Intermediate Sedan
2022-04-19,Honda Accord,28895,Dealer B,Blue,2.0L,2025,370,Premium
2020-04-18,Honda Civic,21999,Dealer B,Gray,3.5L,2021,180,Intermediate Sedan
2025-03-08,BMW 5 Series,30532,Dealer B,White,3.0L,2025,252,SUV
2023-04-09,Toyota Corolla,51262,Dealer B,Red,2.5L,2024,170,SUV
2020-07-13,BMW 3 Series,54692,Dealer B,Black,2.5L,2024,400,Standard Sedan
2024-05-04,Audi A6,35634,Dealer B,Gray,2.0L,2022,223,SUV
2020-07-10,Toyota Camry,20667,Dealer B,Silver,3.0L,2025,250,SUV
2020-01-01,Chevrolet Malibu,23903,Dealer B,White,2.0L,2022,176,Standard Sedan
2021-01-25,Honda Accord,39270,Dealer B,Gray,3.5L,2023,163,Intermediate Sedan
2024-06-18,Honda Civic,50168,Dealer B,White,2.5L,2024,218,Sports
2022-09-04,BMW 5 Series,50726,Dealer B,Blue,3.0L,2024,353,SUV
2025-03-22,Audi A6,31343,Dealer B,Gray,3.0L,2022,366,Standard Sedan
2020-04-08,Toyota Corolla,41636,Dealer B,Blue,2.5L,2021,184,Sports
2021-07-26,Chevrolet Impala,25247,Dealer B,Blue,2.5L,2025,276,Sports
2023-04-28,Chevrolet Malibu,38074,Dealer B,Black,3.0L,2024,166,Premium
2024-04-08,Toyota Camry,22246,Dealer B,Green,3.5L,2024,260,SUV
